Inicio_Faena;Inicio_Venta;Embarcacion;Marca_Motor;Modelo_Motor;Caballos_Motor;Origen;Origen_Latitud;Origen_Longuitud;Millas_Recorridas;Especie;Aparejo;Volumen_Kg;Talla_cm;Precio_Kg;Venta;Precio_Galon;Costo_Combustible;Ganancia
07 09 2022 07:55;07 09 2022 08:15;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;210.00;30.00;3.00;630.00;8.81;0.583524385;629.42
08 09 2022 08:00;08 09 2022 08:20;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;90.00;40.00;40.00;3600.00;8.81;0.580059618;3599.42
08 09 2022 08:15;08 09 2022 08:40;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;150.00;30.00;3.00;450.00;8.81;0.581792002;449.42
09 09 2022 11:12;09 09 2022 11:30;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;20.00;2.00;360.00;8.81;0.582658193;359.42
09 09 2022 11:45;09 09 2022 12:05;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;30.00;3.00;450.00;8.81;0.581792002;449.42
09 09 2022 12:10;09 09 2022 12:40;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;24.00;2.50;375.00;8.81;0.581792002;374.42
09 09 2022 01:00;09 09 2022 01:20;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;30.00;3.00;450.00;8.81;0.581792002;449.42
09 09 2022 01:40;09 09 2022 02:00;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;24.00;2.50;375.00;8.81;0.581792002;374.42
09 09 2022 07:35;09 09 2022 08:00;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;150.00;30.00;3.00;450.00;8.81;0.581792002;449.42
10 09 2022 09:05;10 09 2022 09:30;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORTINA ;300.00;26.00;7.00;2100.00;8.81;0.586122959;2099.41
10 09 2022 08:12;10 09 2022 08:30;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;300.00;31.00;18.00;5400.00;8.81;0.586122959;5399.41
10 09 2022 11:40;10 09 2022 12:00;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;420.00;24.00;2.50;1050.00;8.81;0.589587726;1049.41
10 09 2022 12:15;10 09 2022 12:30;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;420.00;24.00;2.50;1050.00;8.81;0.589587726;1049.41
10 09 2022 12:40;10 09 2022 13:00;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;360.00;20.00;2.00;720.00;8.81;0.587855342;719.41
10 09 2022 13:00;10 09 2022 13:30;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;330.00;20.00;2.00;660.00;8.81;0.586989151;659.41
10 09 2022 07:35;10 09 2022 08:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;450.00;30.00;3.00;1350.00;8.81;0.590453917;1349.41
12 09 2022 08:30;12 09 2022 08:50;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORTINA ;270.00;27.00;7.00;1890.00;8.81;0.585256768;1889.41
12 09 2022 08:00;12 09 2022 08:20;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;330.00;31.00;18.00;5940.00;8.81;0.586989151;5939.41
12 09 2022 10:45;12 09 2022 11:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;270.00;24.00;2.50;675.00;8.81;0.585256768;674.41
12 09 2022 11:15;12 09 2022 11:30;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;240.00;24.00;2.50;600.00;8.81;0.584390576;599.42
12 09 2022 11:25;12 09 2022 11:45;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;240.00;20.00;2.00;480.00;8.81;0.584390576;479.42
12 09 2022 07:30;12 09 2022 08:00;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;420.00;30.00;3.00;1260.00;8.81;0.589587726;1259.41
13 09 2022 08:00;13 09 2022 08:20;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;30.00;30.00;3.00;90.00;8.93;0.586204564;89.41
13 09 2022 08:25;13 09 2022 08:50;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;90.00;30.00;3.00;270.00;8.93;0.587960544;269.41
15 09 2022 08:45;15 09 2022 09:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;150.00;30.00;3.00;450.00;8.93;0.589716524;449.41
15 09 2022 09:12;15 09 2022 09:30;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;90.00;30.00;3.00;270.00;8.93;0.587960544;269.41
15 09 2022 09:40;15 09 2022 10:00;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;150.00;30.00;3.00;450.00;8.93;0.589716524;449.41
16 09 2022 09:25;16 09 2022 09:45;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CONGRIO;CORTINA ;120.00;40.00;30.00;3600.00;8.93;0.588838534;3599.41
16 09 2022 09:00;16 09 2022 09:20;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;90.00;40.00;40.00;3600.00;8.93;0.587960544;3599.41
16 09 2022 09:45;16 09 2022 10:05;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;240.00;30.00;3.00;720.00;8.93;0.592350493;719.41
16 09 2022 10:05;16 09 2022 10:30;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;180.00;30.00;3.00;540.00;8.93;0.590594514;539.41
16 09 2022 10:30;16 09 2022 11:00;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;150.00;30.00;3.00;450.00;8.93;0.589716524;449.41
17 09 2022 12:45;17 09 2022 13:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;240.00;24.00;2.50;600.00;8.93;0.592350493;599.41
17 09 2022 13:10;17 09 2022 13:25;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;210.00;24.00;2.50;525.00;8.93;0.591472503;524.41
17 09 2022 13:20;17 09 2022 13:40;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;20.00;2.00;360.00;8.93;0.590594514;359.41
17 09 2022 13:42;17 09 2022 14:00;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;20.00;2.00;360.00;8.93;0.590594514;359.41
17 09 2022 08:35;17 09 2022 09:05;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;330.00;30.00;3.00;990.00;8.93;0.594984463;989.41
17 09 2022 09:05;17 09 2022 09:25;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;8.93;0.593228483;809.41
17 09 2022 09:35;17 09 2022 09:55;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;240.00;30.00;3.00;720.00;8.93;0.592350493;719.41
19 09 2022 09:00;19 09 2022 09:20;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;60.00;40.00;40.00;2400.00;8.93;0.587082554;2399.41
19 09 2022 09:15;19 09 2022 09:35;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;240.00;31.00;18.00;4320.00;8.93;0.592350493;4319.41
19 09 2022 07:40;19 09 2022 08:00;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;300.00;30.00;3.00;900.00;8.93;0.594106473;899.41
19 09 2022 07:50;19 09 2022 08:15;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;300.00;30.00;3.00;900.00;8.93;0.594106473;899.41
19 09 2022 08:15;19 09 2022 08:40;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;8.93;0.593228483;809.41
20 09 2022 07:40;20 09 2022 08:05;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;210.00;30.00;3.00;630.00;9.21;0.610018114;629.39
20 09 2022 08:10;20 09 2022 08:30;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;210.00;30.00;3.00;630.00;9.21;0.610018114;629.39
20 09 2022 08:30;20 09 2022 08:50;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;0.610923633;719.39
21 09 2022 09:05;21 09 2022 09:30;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.21;0.611829152;809.39
21 09 2022 09:50;21 09 2022 10:10;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.21;0.611829152;809.39
21 09 2022 10:20;21 09 2022 10:35;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;0.610923633;719.39
21 09 2022 10:40;21 09 2022 11:00;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;0.610923633;719.39
22 09 2022 11:00;22 09 2022 11:30;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;450.00;30.00;3.00;1350.00;9.21;6.711043596;1343.29
22 09 2022 11:24;22 09 2022 11:42;IKER;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;420.00;30.00;3.00;1260.00;9.21;6.701198544;1253.30
22 09 2022 11:40;22 09 2022 12:05;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;450.00;30.00;3.00;1350.00;9.21;6.711043596;1343.29
22 09 2022 12:10;22 09 2022 12:30;SABINA;LISTER;LISTER TR;90;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
22 09 2022 12:25;22 09 2022 12:45;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
22 09 2022 12:35;22 09 2022 13:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;390.00;30.00;3.00;1170.00;9.21;6.691353493;1163.31
23 09 2022 11:30;23 09 2022 12:00;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;210.00;30.00;3.00;630.00;9.21;6.632283182;623.37
23 09 2022 12:15;23 09 2022 12:35;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;6.642128234;713.36
23 09 2022 12:55;23 09 2022 13:20;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;6.642128234;713.36
23 09 2022 13:40;23 09 2022 14:00;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;210.00;30.00;3.00;630.00;9.21;6.632283182;623.37
24 09 2022 08:42;24 09 2022 09:00;IKER;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;330.00;30.00;3.00;990.00;9.21;6.671663389;983.33
24 09 2022 08:50;24 09 2022 09:20;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
24 09 2022 09:25;24 09 2022 09:50;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
24 09 2022 09:50;24 09 2022 10:10;SABINA;LISTER;LISTER TR;90;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.21;6.661818337;893.34
24 09 2022 10:10;24 09 2022 10:30;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;330.00;30.00;3.00;990.00;9.21;6.671663389;983.33
24 09 2022 10:25;24 09 2022 10:45;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
24 09 2022 10:40;24 09 2022 11:00;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;360.00;30.00;3.00;1080.00;9.21;6.681508441;1073.32
26 09 2022 08:40;26 09 2022 09:05;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.21;6.661818337;893.34
26 09 2022 09:20;26 09 2022 09:40;SABINA;LISTER;LISTER TR;90;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.21;6.651973286;803.35
26 09 2022 10:10;26 09 2022 10:30;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;240.00;30.00;3.00;720.00;9.21;6.642128234;713.36
26 09 2022 10:42;26 09 2022 11:00;IKER;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.21;6.651973286;803.35
26 09 2022 11:30;26 09 2022 11:55;MI PAUL;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.21;6.661818337;893.34
27 09 2022 08:30;27 09 2022 09:00;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
27 09 2022 09:15;27 09 2022 09:40;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
27 09 2022 10:10;27 09 2022 10:30;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.34;0.620465177;809.38
27 09 2022 10:50;27 09 2022 11:10;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;270.00;30.00;3.00;810.00;9.34;0.620465177;809.38
27 09 2022 11:25;27 09 2022 11:40;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
27 09 2022 11:42;27 09 2022 12:00;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA ;330.00;30.00;3.00;990.00;9.34;0.622301779;989.38
28 09 2022 04:35;28 09 2022 04:55;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;120.00;40.00;40.00;4800.00;9.34;0.615873674;4799.38
28 09 2022 03:50;28 09 2022 04:10;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;180.00;34.00;18.00;3240.00;9.34;0.617710275;3239.38
28 09 2022 04:10;28 09 2022 04:30;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;180.00;34.00;18.00;3240.00;9.34;0.617710275;3239.38
28 09 2022 09:45;28 09 2022 10:15;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
28 09 2022 10:05;28 09 2022 10:30;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;270.00;30.00;3.00;810.00;9.34;0.620465177;809.38
28 09 2022 10:35;28 09 2022 10:55;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;330.00;30.00;3.00;990.00;9.34;0.622301779;989.38
28 09 2022 11:02;28 09 2022 11:20;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;24.00;2.50;750.00;9.34;0.621383478;749.38
28 09 2022 11:30;28 09 2022 11:45;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;20.00;2.00;600.00;9.34;0.621383478;599.38
29 09 2022 08:50;29 09 2022 09:15;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORTINA ;300.00;27.00;8.00;2400.00;9.34;0.621383478;2399.38
29 09 2022 10:05;29 09 2022 10:25;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;90.00;40.00;40.00;3600.00;9.34;0.614955373;3599.39
29 09 2022 13:45;29 09 2022 14:05;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;390.00;30.00;3.00;1170.00;9.34;0.62413838;1169.38
29 09 2022 14:03;29 09 2022 14:33;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;24.00;2.50;750.00;9.34;0.621383478;749.38
29 09 2022 14:40;29 09 2022 15:00;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;20.00;2.00;600.00;9.34;0.621383478;599.38
30 09 2022 05:40;30 09 2022 06:00;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA ;90.00;40.00;40.00;3600.00;9.34;0.614955373;3599.39
30 09 2022 05:15;30 09 2022 05:40;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;COCO;CORTINA ;300.00;31.00;18.00;5400.00;9.34;0.621383478;5399.38
30 09 2022 04:50;30 09 2022 05:10;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
30 09 2022 04:55;30 09 2022 05:25;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;30.00;3.00;900.00;9.34;0.621383478;899.38
30 09 2022 10:13;30 09 2022 10:33;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;270.00;30.00;3.00;810.00;9.34;2.063182232;807.94
30 09 2022 10:20;30 09 2022 10:45;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;240.00;30.00;3.00;720.00;9.34;2.060128681;717.94
30 09 2022 10:50;30 09 2022 11:05;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;300.00;30.00;3.00;900.00;9.34;2.066235782;897.93
30 09 2022 11:07;30 09 2022 11:25;IKER;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;270.00;25.00;2.50;675.00;9.34;2.063182232;672.94
30 09 2022 11:22;30 09 2022 11:42;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;240.00;20.00;2.00;480.00;9.34;2.060128681;477.94
30 09 2022 11:35;30 09 2022 11:50;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;270.00;25.00;2.50;675.00;9.34;2.063182232;672.94
30 09 2022 11:35;30 09 2022 12:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORDEL;300.00;20.00;2.00;600.00;9.34;2.066235782;597.93
01 10 2022 07:27;01 10 2022 07:45;IKER;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;MISHO;CORTINA;270.00;29.00;9.00;2430.00;9.34;6.745866503;2423.25
01 10 2022 07:05;01 10 2022 07:30;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LISA;CORTINA;210.00;32.00;8.00;1680.00;9.34;6.725898471;1673.27
01 10 2022 07:35;01 10 2022 08:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LENGUADO;CORTINA;180.00;40.00;45.00;8100.00;9.34;6.715914456;8093.28
01 10 2022 08:00;01 10 2022 08:20;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA;270.00;30.00;3.50;945.00;9.34;6.745866503;938.25
01 10 2022 08:30;01 10 2022 08:50;SABINA;LISTER;LISTER TR;90;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA;270.00;30.00;3.50;945.00;9.34;6.745866503;938.25
01 10 2022 09:35;01 10 2022 10:05;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;390.00;30.00;3.50;1365.00;9.34;0.62413838;1364.38
01 10 2022 10:10;01 10 2022 10:30;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;330.00;24.00;3.00;990.00;9.34;0.622301779;989.38
01 10 2022 10:55;01 10 2022 11:10;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;300.00;20.00;2.50;750.00;9.34;0.621383478;749.38
03 10 2022 07:50;03 10 2022 08:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;20.00;2.50;300.00;9.34;0.615873674;299.38
03 10 2022 08:19;03 10 2022 08:44;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;24.00;3.00;360.00;9.34;0.615873674;359.38
03 10 2022 08:43;03 10 2022 09:13;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;30.00;3.50;630.00;9.34;0.617710275;629.38
04 10 2022 08:05;04 10 2022 08:25;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;60.00;30.00;3.50;210.00;9.95;0.654140136;209.35
04 10 2022 08:25;04 10 2022 08:55;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;60.00;24.00;3.00;180.00;9.95;0.654140136;179.35
04 10 2022 09:10;04 10 2022 09:30;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;30.00;20.00;2.50;75.00;9.95;0.65316186;74.35
06 10 2022 08:35;06 10 2022 08:55;SABINA;LISTER;LISTER TR;90;CORCOVADO;-8.93;-78.68;14.25;LORNA;CORTINA;270.00;30.00;3.50;945.00;9.95;7.186442366;937.81
07 10 2022 16:02;07 10 2022 16:20;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORDEL;360.00;30.00;9.00;3240.00;9.95;0.66392289;3239.34
07 10 2022 16:15;07 10 2022 16:30;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORDEL;120.00;26.00;8.00;960.00;9.95;0.656096687;959.34
07 10 2022 14:40;07 10 2022 15:00;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;420.00;30.00;3.50;1470.00;9.95;0.66587944;1469.33
