Inicio_Faena;Inicio_Venta;Embarcacion;Marca_Motor;Modelo_Motor;Caballos_Motor;Origen;Origen_Latitud;Origen_Longuitud;Millas_Recorridas;Especie;Aparejo;Volumen_Kg;Talla_cm;Precio_Kg;Venta;Precio_Galon;Costo_Combustible;Ganancia
01 03 2019 07:25;01 03 2019 07:50;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;210.00;15.00;3.00;630.00;6.09;0.403367026;629.60
01 03 2019 07:30;01 03 2019 07:50;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;210.00;15.00;3.00;630.00;6.09;0.403367026;629.60
01 03 2019 07:30;01 03 2019 07:50;VALERY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORDEL;210.00;15.00;3.00;630.00;6.09;0.403367026;629.60
01 03 2019 07:30;01 03 2019 07:50;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;210.00;15.00;3.00;630.00;6.09;0.403367026;629.60
01 03 2019 07:32;01 03 2019 07:50;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;60.00;30.00;1.50;90.00;6.09;0.400373209;89.60
01 03 2019 09:13;01 03 2019 09:33;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;180.00;34.00;1.50;270.00;6.09;0.402768263;269.60
01 03 2019 09:18;01 03 2019 09:33;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;34.00;1.50;180.00;6.09;0.401570736;179.60
01 03 2019 12:47;01 03 2019 13:12;MAYRA;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CABALLA;CORDEL;180.00;20.00;2.00;360.00;6.09;4.379006321;355.62
01 03 2019 13:25;01 03 2019 13:40;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;PEJERREY;CORTINA;60.00;14.00;1.50;90.00;6.09;0.400373209;89.60
02 03 2019 08:35;02 03 2019 09:00;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;90.00;27.00;1.50;135.00;6.09;0.400971972;134.60
02 03 2019 08:35;02 03 2019 09:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;59.00;40.00;1200.00;6.09;5.920911171;1194.08
04 03 2019 08:07;04 03 2019 08:27;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;20.00;39.00;30.00;600.00;6.09;5.91795515;594.08
04 03 2019 08:20;04 03 2019 08:45;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CABRILLA;CORTINA;1.50;27.00;15.00;22.50;6.09;5.91248651;16.59
04 03 2019 08:21;04 03 2019 08:46;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHITA;CORTINA;2.00;18.00;13.00;26.00;6.09;5.912634311;20.09
04 03 2019 09:15;04 03 2019 09:33;IKER;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;15.00;18.00;8.00;120.00;6.09;5.916477139;114.08
05 03 2019 07:56;05 03 2019 08:16;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHITA;CORTINA;15.00;17.00;13.00;195.00;6.09;5.916477139;189.08
05 03 2019 07:56;05 03 2019 08:16;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;PINTADILLA;CORTINA;15.00;15.00;10.00;150.00;6.09;5.916477139;144.08
05 03 2019 08:17;05 03 2019 08:42;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;57.00;40.00;1200.00;6.09;5.920911171;1194.08
05 03 2019 09:56;05 03 2019 10:14;IKER;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MOJARRILLA;CORTINA;30.00;12.00;1.00;30.00;6.09;5.920911171;24.08
05 03 2019 10:32;05 03 2019 10:57;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;180.00;17.00;3.00;540.00;6.09;5.965251495;534.03
05 03 2019 10:40;05 03 2019 10:58;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORDEL;30.00;18.00;6.00;180.00;6.09;0.399774445;179.60
05 03 2019 13:53;05 03 2019 14:13;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;90.00;20.00;2.00;180.00;6.09;0.400971972;179.60
06 03 2019 08:07;06 03 2019 08:27;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;47.00;2.00;240.00;6.09;0.401570736;239.60
06 03 2019 08:09;06 03 2019 08:27;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;50.00;2.00;240.00;6.09;0.401570736;239.60
06 03 2019 08:12;06 03 2019 08:27;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;47.00;2.00;240.00;6.09;0.401570736;239.60
06 03 2019 08:02;06 03 2019 08:27;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;40.00;2.00;300.00;6.09;0.402169499;299.60
06 03 2019 08:12;06 03 2019 08:27;ZORRO;YAMAHA;YAMAHA E25DMH;25;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;50.00;2.00;300.00;6.09;0.402169499;299.60
06 03 2019 09:21;06 03 2019 09:46;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;PEJERREY;CORTINA;150.00;14.00;2.00;300.00;6.09;5.95638343;294.04
06 03 2019 09:29;06 03 2019 09:47;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MOJARRILLA;CORTINA;240.00;13.00;1.00;240.00;6.09;0.40396579;239.60
06 03 2019 09:27;06 03 2019 09:47;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;120.00;19.00;6.00;720.00;6.09;5.947515365;714.05
06 03 2019 09:22;06 03 2019 09:47;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;120.00;19.00;6.00;720.00;6.09;5.947515365;714.05
06 03 2019 13:54;06 03 2019 14:14;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;BONITO;CORTINA;360.00;22.00;3.00;1080.00;6.09;6.018459883;1073.98
06 03 2019 14:55;06 03 2019 15:15;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;300.00;17.00;3.00;900.00;6.09;6.000723753;894.00
07 03 2019 08:13;07 03 2019 08:33;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;60.00;21.00;6.00;360.00;6.09;5.929779236;354.07
07 03 2019 08:13;07 03 2019 08:33;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;90.00;30.00;2.00;180.00;6.09;5.938647301;174.06
07 03 2019 09:06;07 03 2019 09:31;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;90.00;79.00;2.00;180.00;6.09;5.938647301;174.06
07 03 2019 09:16;07 03 2019 09:31;ZORRO;YAMAHA;YAMAHA E25DMH;25;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;90.00;37.00;2.00;180.00;6.09;5.938647301;174.06
07 03 2019 09:15;07 03 2019 09:40;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;180.00;79.00;40.00;7200.00;6.09;5.965251495;7194.03
07 03 2019 09:25;07 03 2019 09:40;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;37.00;30.00;900.00;6.09;5.920911171;894.08
07 03 2019 10:50;07 03 2019 11:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;BONITO;CORTINA;150.00;21.00;1.50;225.00;6.09;0.402169499;224.60
07 03 2019 14:20;07 03 2019 14:35;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;180.00;27.00;2.00;360.00;6.09;0.402768263;359.60
07 03 2019 14:15;07 03 2019 14:35;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;30.00;2.00;300.00;6.09;0.402169499;299.60
08 03 2019 08:48;08 03 2019 09:13;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;150.00;21.00;6.00;900.00;6.09;5.95638343;894.04
08 03 2019 09:51;08 03 2019 10:11;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;210.00;30.00;2.00;420.00;6.09;0.403367026;419.60
08 03 2019 09:56;08 03 2019 10:11;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;BONITO;CORTINA;60.00;19.00;1.50;90.00;6.09;0.400373209;89.60
08 03 2019 09:55;08 03 2019 10:15;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;210.00;29.00;2.00;420.00;6.09;0.403367026;419.60
08 03 2019 09:57;08 03 2019 10:15;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;150.00;28.00;2.00;300.00;6.09;0.402169499;299.60
08 03 2019 03:38;08 03 2019 03:53;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;180.00;15.00;3.00;540.00;6.09;0.402768263;539.60
08 03 2019 03:28;08 03 2019 03:53;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;150.00;27.00;6.00;900.00;6.09;5.95638343;894.04
08 03 2019 03:28;08 03 2019 03:53;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;300.00;23.00;2.00;600.00;6.09;0.405163317;599.59
09 03 2019 09:01;09 03 2019 09:21;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;60.00;52.00;40.00;2400.00;6.09;5.929779236;2394.07
09 03 2019 10:42;09 03 2019 11:07;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MACHETE;CORTINA;150.00;25.00;3.00;450.00;6.09;5.95638343;444.04
09 03 2019 10:43;09 03 2019 11:08;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;180.00;16.00;3.00;540.00;6.09;0.402768263;539.60
09 03 2019 10:51;09 03 2019 11:09;IKER;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;53.00;40.00;1200.00;6.09;5.920911171;1194.08
11 03 2019 08:18;11 03 2019 08:38;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;GUITARRA;CORTINA;4.00;65.00;2.00;8.00;6.09;5.913225515;2.09
11 03 2019 08:38;11 03 2019 09:03;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;30.00;27.00;1.50;45.00;6.09;5.920911171;39.08
11 03 2019 08:52;11 03 2019 09:17;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA;180.00;59.00;30.00;5400.00;6.09;0.402768263;5399.60
11 03 2019 08:59;11 03 2019 09:19;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;30.00;15.00;2.00;60.00;6.09;5.920911171;54.08
11 03 2019 11:48;11 03 2019 12:08;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;30.00;30.00;2.00;60.00;6.09;0.399774445;59.60
11 03 2019 11:43;11 03 2019 12:08;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;30.00;26.00;1.50;45.00;6.09;0.399774445;44.60
11 03 2019 11:48;11 03 2019 12:08;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;30.00;26.00;1.50;45.00;6.09;0.399774445;44.60
11 03 2019 11:53;11 03 2019 12:08;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;30.00;26.00;1.50;45.00;6.09;0.399774445;44.60
12 03 2019 08:06;12 03 2019 08:26;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;46.00;1.50;225.00;6.09;5.95638343;219.04
12 03 2019 08:51;12 03 2019 09:16;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;59.00;30.00;900.00;6.09;5.920911171;894.08
12 03 2019 08:55;12 03 2019 09:20;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;30.00;1.50;225.00;6.09;0.402169499;224.60
12 03 2019 10:00;12 03 2019 10:20;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;28.00;1.50;225.00;6.09;5.95638343;219.04
12 03 2019 11:00;12 03 2019 11:20;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;28.00;1.50;225.00;6.09;0.402169499;224.60
12 03 2019 12:58;12 03 2019 13:23;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MISHO;CORTINA;30.00;25.00;6.00;180.00;6.09;0.399774445;179.60
12 03 2019 13:51;12 03 2019 14:11;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;150.00;36.00;1.50;225.00;6.09;0.402169499;224.60
12 03 2019 15:01;12 03 2019 15:16;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;150.00;36.00;1.50;225.00;6.09;0.402169499;224.60
12 03 2019 15:53;12 03 2019 16:16;THALIA;NISSAN;NISSAN LD;25;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;150.00;36.00;1.50;225.00;6.09;0.402169499;224.60
12 03 2019 16:56;12 03 2019 17:16;NATANIEL;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;PINTADILLA;CORTINA;20.00;19.00;5.00;100.00;6.09;0.399574857;99.60
13 03 2019 08:23;13 03 2019 08:43;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;60.00;50.00;30.00;1800.00;6.09;5.929779236;1794.07
13 03 2019 12:35;13 03 2019 13:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;30.00;35.00;1.50;45.00;6.09;5.920911171;39.08
14 03 2019 09:29;14 03 2019 09:49;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;27.00;1.50;225.00;6.09;5.95638343;219.04
14 03 2019 12:13;14 03 2019 12:33;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;150.00;35.00;1.50;225.00;6.09;5.95638343;219.04
14 03 2019 12:11;14 03 2019 12:36;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CHIRI;CORTINA;30.00;14.00;2.00;60.00;6.09;0.399774445;59.60
14 03 2019 12:11;14 03 2019 12:36;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;COCO;CORTINA;15.00;25.00;5.00;75.00;6.09;5.916477139;69.08
14 03 2019 12:28;14 03 2019 12:48;VALERY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;150.00;34.00;1.50;225.00;6.09;0.402169499;224.60
15 03 2019 09:27;15 03 2019 09:52;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;47.00;2.00;300.00;6.09;0.402169499;299.60
15 03 2019 09:29;15 03 2019 09:54;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;45.00;2.00;300.00;6.09;5.95638343;294.04
15 03 2019 09:40;15 03 2019 10:00;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;14.00;40.00;1200.00;6.09;5.920911171;1194.08
15 03 2019 09:40;15 03 2019 10:00;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;25.00;40.00;1200.00;6.09;5.920911171;1194.08
15 03 2019 10:32;15 03 2019 10:52;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;CHITA;CORTINA;30.00;19.00;13.00;390.00;6.09;5.920911171;384.08
15 03 2019 10:58;15 03 2019 11:16;MI ROSITA;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;CORVINA;CORTINA;15.00;50.00;10.00;150.00;6.09;5.916477139;144.08
16 03 2019 09:27;16 03 2019 09:52;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LENGUADO;CORTINA;30.00;71.00;30.00;900.00;6.09;0.399774445;899.60
16 03 2019 09:29;16 03 2019 09:54;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;70.00;30.00;900.00;6.09;5.920911171;894.08
16 03 2019 09:40;16 03 2019 10:00;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;120.00;34.00;2.00;240.00;6.09;5.947515365;234.05
16 03 2019 09:40;16 03 2019 10:00;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;120.00;34.00;2.00;240.00;6.09;5.947515365;234.05
16 03 2019 09:40;16 03 2019 10:00;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;120.00;34.00;2.00;240.00;6.09;5.947515365;234.05
16 03 2019 09:42;16 03 2019 10:00;MI ROSITA;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;90.00;34.00;2.00;180.00;6.09;5.938647301;174.06
16 03 2019 12:45;16 03 2019 13:05;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;27.00;2.00;300.00;6.09;0.402169499;299.60
16 03 2019 12:47;16 03 2019 13:05;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;27.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 09:14;18 03 2019 09:34;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;90.00;39.00;2.00;180.00;6.09;5.938647301;174.06
18 03 2019 09:49;18 03 2019 10:09;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;90.00;70.00;30.00;2700.00;6.09;5.938647301;2694.06
18 03 2019 09:49;18 03 2019 10:09;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;90.00;34.00;2.00;180.00;6.09;5.938647301;174.06
18 03 2019 09:44;18 03 2019 10:09;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;60.00;34.00;2.00;120.00;6.09;5.929779236;114.07
18 03 2019 10:01;18 03 2019 10:26;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;55.00;30.00;900.00;6.09;5.920911171;894.08
18 03 2019 11:50;18 03 2019 12:08;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MOJARRILLA;CORTINA;150.00;15.00;1.00;150.00;6.09;0.402169499;149.60
18 03 2019 11:48;18 03 2019 12:08;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;24.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 11:50;18 03 2019 12:08;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;24.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 11:43;18 03 2019 12:08;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;24.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 11:53;18 03 2019 12:08;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;24.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 11:53;18 03 2019 12:08;ZORRO;YAMAHA;YAMAHA E25DMH;25;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;150.00;24.00;2.00;300.00;6.09;0.402169499;299.60
18 03 2019 13:45;18 03 2019 14:10;RUDY;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;600.00;52.00;2.00;1200.00;6.09;6.0894044;1193.91
19 03 2019 08:17;19 03 2019 08:42;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;21.00;1.50;225.00;6.09;5.95638343;219.04
19 03 2019 09:17;19 03 2019 09:42;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;60.00;50.00;30.00;1800.00;6.09;5.929779236;1794.07
19 03 2019 10:10;19 03 2019 10:30;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;90.00;34.00;2.00;180.00;6.09;5.938647301;174.06
19 03 2019 10:08;19 03 2019 10:33;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;60.00;30.00;3.00;180.00;6.09;5.929779236;174.07
19 03 2019 13:53;19 03 2019 14:18;RUDY;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;180.00;47.00;2.00;360.00;6.09;5.965251495;354.03
19 03 2019 13:58;19 03 2019 14:18;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;150.00;45.00;2.00;300.00;6.09;5.95638343;294.04
21 03 2019 09:42;21 03 2019 10:02;VALERY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;27.00;1.50;180.00;6.09;0.401570736;179.60
21 03 2019 09:47;21 03 2019 10:02;NANCY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;27.00;30.00;3600.00;6.09;0.401570736;3599.60
21 03 2019 09:42;21 03 2019 10:02;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;27.00;2.00;240.00;6.09;0.401570736;239.60
21 03 2019 09:42;21 03 2019 10:02;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;27.00;3.00;360.00;6.09;0.401570736;359.60
21 03 2019 09:37;21 03 2019 10:02;RUDY;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;27.00;2.00;240.00;6.09;0.401570736;239.60
21 03 2019 09:39;21 03 2019 10:04;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORDEL;150.00;33.00;2.00;300.00;6.09;5.95638343;294.04
21 03 2019 09:44;21 03 2019 10:04;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORDEL;150.00;33.00;2.00;300.00;6.09;5.95638343;294.04
21 03 2019 09:46;21 03 2019 10:04;MI ROSITA;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORDEL;150.00;33.00;2.00;300.00;6.09;5.95638343;294.04
21 03 2019 09:39;21 03 2019 10:04;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORDEL;150.00;33.00;2.00;300.00;6.09;5.95638343;294.04
22 03 2019 10:02;22 03 2019 10:27;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;27.00;2.00;300.00;6.09;0.402169499;299.60
22 03 2019 10:09;22 03 2019 10:29;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CORVINA;CORDEL;15.00;63.00;27.00;405.00;6.09;5.916477139;399.08
